epoch,acc,nmi,ari,loss,loss_fd,loss_id
1,0.15775862068965518,0.04256590458789311,0.010179822344729804,10.679506301879883,3.518202304840088,7.161304473876953
2,0.17758620689655172,0.07217311033183588,0.025557694596332437,10.387930870056152,3.51330304145813,6.87462854385376
4,0.2353448275862069,0.13327342846635382,0.05982511032785358,10.08957290649414,3.5092179775238037,6.580354690551758
6,0.2629310344827586,0.1799143975246021,0.08209414845299931,9.80533504486084,3.5067598819732666,6.2985734939575195
8,0.2991379310344828,0.21902306793175214,0.1124008801244876,9.726993560791016,3.506457805633545,6.220536708831787
10,0.31810344827586207,0.23493300817569168,0.12080268817285392,9.675702095031738,3.506119728088379,6.169582366943359
12,0.31896551724137934,0.247824643445705,0.12441500332704973,9.651106834411621,3.5056533813476562,6.145453453063965
14,0.30603448275862066,0.24189717640943667,0.12234490620608164,9.640825271606445,3.5051727294921875,6.135653495788574
16,0.2974137931034483,0.24056058672213493,0.11722384379624899,9.634523391723633,3.5049102306365967,6.129614353179932
18,0.31810344827586207,0.24237553850726457,0.1243159025461067,9.623880386352539,3.5044949054718018,6.119384765625
20,0.3086206896551724,0.25006060139371067,0.12416113873618309,9.623030662536621,3.5042505264282227,6.118779182434082
22,0.296551724137931,0.24662088610941252,0.11892431029702759,9.61967658996582,3.503922700881958,6.115753650665283
24,0.30603448275862066,0.2579640072251352,0.12839427002353268,9.617745399475098,3.503725528717041,6.114020347595215
26,0.3129310344827586,0.2584737204952257,0.1281652199262122,9.612375259399414,3.5034263134002686,6.108948707580566
28,0.3017241379310345,0.26085190364252897,0.13171693777813553,9.61304759979248,3.503251314163208,6.109795570373535
30,0.30431034482758623,0.25185395661639814,0.12774598894092667,9.611471176147461,3.503094434738159,6.108377456665039
32,0.30689655172413793,0.2661505560697877,0.13720241520462295,9.611413955688477,3.5029053688049316,6.108508586883545
34,0.3120689655172414,0.26208804872837577,0.13415375305897786,9.6087007522583,3.502760410308838,6.105940341949463
36,0.3146551724137931,0.2644387035649722,0.13623352059684055,9.608065605163574,3.502647876739502,6.105417728424072
38,0.31982758620689655,0.27129539956096377,0.14003450156746075,9.605542182922363,3.5024447441101074,6.103096961975098
40,0.325,0.2731306709837064,0.1427656797252497,9.60932731628418,3.502347469329834,6.106978893280029
42,0.3293103448275862,0.26963863727189086,0.14033141454596873,9.60432243347168,3.5021708011627197,6.102151870727539
44,0.3275862068965517,0.27299797207082027,0.14066062967691328,9.604772567749023,3.5021109580993652,6.1026611328125
46,0.3336206896551724,0.2782553001384074,0.1447349582342056,9.604049682617188,3.5020341873168945,6.102016448974609
48,0.3422413793103448,0.2811886744097255,0.14904792078125603,9.604693412780762,3.5019073486328125,6.102786064147949
50,0.3293103448275862,0.27284003285231806,0.14196954422110536,9.601480484008789,3.501816511154175,6.099663734436035
52,0.3336206896551724,0.28123645273295855,0.14699989122242643,9.602701187133789,3.5017669200897217,6.100934982299805
54,0.33793103448275863,0.2815380196255546,0.14924185588595984,9.602246284484863,3.501677989959717,6.100568771362305
56,0.3267241379310345,0.27563849856710676,0.14451170178004105,9.597817420959473,3.5015697479248047,6.096248149871826
58,0.3258620689655172,0.272162984156744,0.1438198506604787,9.59781551361084,3.501530170440674,6.096285820007324
60,0.33793103448275863,0.2811737663868737,0.1526435830703869,9.598370552062988,3.5014705657958984,6.096898555755615
62,0.3310344827586207,0.2837121693190287,0.15018748251825448,9.598301887512207,3.501380681991577,6.096921920776367
64,0.33620689655172414,0.2783409803239461,0.14720587787304018,9.595131874084473,3.5012872219085693,6.093845367431641
66,0.34655172413793106,0.2799491746759282,0.14909603485216996,9.599571228027344,3.501270294189453,6.098300457000732
68,0.3336206896551724,0.2796373495776726,0.1466863159549397,9.598848342895508,3.5011534690856934,6.0976948738098145
70,0.3275862068965517,0.2688195008467583,0.14332411245533266,9.595803260803223,3.501129627227783,6.094674110412598
72,0.3267241379310345,0.26820793565733425,0.14007899520393,9.596597671508789,3.501059055328369,6.09553861618042
74,0.3336206896551724,0.27514574447548434,0.14799686976996668,9.594635963439941,3.5009546279907227,6.093681812286377
76,0.33448275862068966,0.2720307754203621,0.14434757983313917,9.594250679016113,3.500905752182007,6.093344688415527
78,0.34051724137931033,0.2693729111741919,0.14336970175517413,9.59421157836914,3.5009005069732666,6.093311309814453
80,0.3482758620689655,0.27023997982377557,0.1453635729942703,9.592185974121094,3.500796318054199,6.0913896560668945
82,0.33620689655172414,0.2727317269774839,0.14696368805873936,9.59162425994873,3.5007481575012207,6.090877532958984
84,0.3310344827586207,0.2742469292167522,0.14689847055677077,9.594361305236816,3.5007705688476562,6.09359073638916
86,0.33879310344827585,0.2731138886345556,0.1453244963749294,9.591633796691895,3.500685930252075,6.090948104858398
88,0.33793103448275863,0.27653238751770076,0.14683058208410588,9.58944034576416,3.500617027282715,6.088824272155762
90,0.33017241379310347,0.2730476070640449,0.14299724560372518,9.593243598937988,3.5006003379821777,6.0926432609558105
92,0.34051724137931033,0.27525955339672853,0.14622112586732655,9.595086097717285,3.5006015300750732,6.094485282897949
94,0.3456896551724138,0.2736073883417698,0.14693719768898916,9.59367847442627,3.500537872314453,6.093140602111816
96,0.3310344827586207,0.27310927843831095,0.14441088608160063,9.592527389526367,3.5004525184631348,6.092075347900391
98,0.3431034482758621,0.27787488082237205,0.14956052627257552,9.589646339416504,3.500436305999756,6.08920955657959
100,0.33879310344827585,0.2717730412750217,0.1457380465711266,9.593031883239746,3.5004031658172607,6.092628479003906
102,0.35517241379310344,0.27201019875293353,0.1512947160180226,9.592185974121094,3.500370979309082,6.0918145179748535
104,0.3568965517241379,0.27546712299089277,0.1544304801880737,9.589656829833984,3.5002968311309814,6.08936071395874
106,0.34051724137931033,0.27592621643183807,0.14629940977334285,9.589738845825195,3.500295639038086,6.089443683624268
108,0.3439655172413793,0.27489567242311463,0.147634704434645,9.588075637817383,3.500239372253418,6.087837219238281
110,0.3560344827586207,0.2823261606047359,0.15487701054381756,9.589460372924805,3.5002150535583496,6.089244365692139
112,0.3482758620689655,0.27646620941870326,0.15274838890284675,9.5912446975708,3.5002174377441406,6.091027736663818
114,0.3439655172413793,0.272414282294651,0.14940236751166094,9.590133666992188,3.500136613845825,6.089996814727783
116,0.33879310344827585,0.2760242901333471,0.15116584327318602,9.591503143310547,3.500115394592285,6.091387748718262
118,0.3422413793103448,0.27738003141589906,0.14791190882777203,9.588149070739746,3.5000805854797363,6.08806848526001
120,0.35172413793103446,0.2824766458395109,0.15676579366482238,9.58763313293457,3.500033378601074,6.087599277496338
122,0.33275862068965517,0.2726131066599023,0.14653669964148,9.588603973388672,3.5000600814819336,6.08854341506958
124,0.33793103448275863,0.2744619914325192,0.14993170020844718,9.587743759155273,3.500004768371582,6.087740421295166
126,0.33017241379310347,0.26997588207617956,0.14247317676253507,9.587983131408691,3.4999802112579346,6.088003158569336
128,0.32413793103448274,0.26943314681068953,0.1394086199276289,9.586774826049805,3.4999468326568604,6.086828231811523
130,0.35344827586206895,0.29062570057794473,0.16296688079201246,9.58816146850586,3.4999704360961914,6.088191032409668
132,0.3482758620689655,0.2845688581999902,0.15189580672140157,9.589066505432129,3.499924659729004,6.089142322540283
134,0.3439655172413793,0.2892806980558814,0.15287916860651743,9.589547157287598,3.4998795986175537,6.089667797088623
136,0.3439655172413793,0.2845294288996046,0.15695328702017597,9.587323188781738,3.499858856201172,6.087465286254883
138,0.3336206896551724,0.27856179664381425,0.14905610776066408,9.58622932434082,3.4998559951782227,6.086373329162598
140,0.3594827586206897,0.30379572988254033,0.17035206435559264,9.585920333862305,3.4997947216033936,6.08612585067749
142,0.33620689655172414,0.2689381711231591,0.14561718364231,9.587523460388184,3.4997525215148926,6.087770462036133
144,0.36810344827586206,0.29266672259217086,0.16743173120103041,9.587050437927246,3.4997403621673584,6.087309837341309
146,0.38448275862068965,0.3073054684868917,0.1743415889744033,9.586114883422852,3.499704122543335,6.086411952972412
148,0.36982758620689654,0.2998497172867514,0.16891471595802252,9.586538314819336,3.499716281890869,6.086821556091309
150,0.4043103448275862,0.31630657329332224,0.184042701693679,9.588956832885742,3.4997503757476807,6.089206218719482
